Pos,Vel,Angle,Vel_tip,Mean_1,Mean_2,Variance_1,Variance_2
0.039869515468691545,0.15663817667533292,0.0012397572124878526,-0.32855261690024845,10.367815,10.419072,0.05855883,0.1503654
0.043002279002198204,0.3517424566020285,-0.005331295125517117,-0.6208443233570609,10.119774,10.146135,0.037876435,0.09539323
0.05003712813423877,0.156695363339922,-0.017748181592658334,-0.3298452346208952,10.47016,10.3145485,0.15301944,0.16723403
0.053171035401037216,-0.038169499303488424,-0.02434508628507624,-0.04281166742266973,10.473463,10.228338,0.056649774,0.12362121
0.052407645414967445,0.15729293965621294,-0.025201319633529635,-0.3430751930432117,10.114823,10.355947,0.084509954,0.14589444
0.0555535042080917,-0.03746158576374492,-0.03206282349439387,-0.05844457113058388,10.330023,10.222139,0.18148756,0.28185353
0.0548042724928168,0.15810506561759421,-0.03323171491700555,-0.36106863069902967,10.391572,10.617636,0.0665558,0.060655788
0.05796637380516868,0.35368323341974356,-0.04045308753098614,-0.6640422337226187,10.262117,10.433516,0.07032087,0.13834621
0.06504003847356356,0.1591466890748802,-0.05373393220543852,-0.38436611119873654,10.461369,10.390462,0.3038301,0.3495407
0.06822297225506116,-0.03517284849777577,-0.06142125442941325,-0.10909767778979323,10.389855,10.342537,0.08624954,0.11617337
0.06751951528510565,0.160773025602959,-0.06360320798520912,-0.4205087453579832,10.224313,10.379391,0.13646613,0.10342177
0.07073497579716483,-0.03339278954846317,-0.07201338289236878,-0.148535666280056,10.415541,10.413259,0.03139037,0.04141485
0.07006712000619557,-0.22741358352290714,-0.07498409621796989,0.1205875774841535,10.372277,10.040179,0.011388215,0.041376222
0.06551884833573743,-0.03130187123179479,-0.07257234466828683,-0.1947780542922236,10.239771,10.399068,0.09375437,0.075697504
0.06489281091110154,-0.22531472727175048,-0.0764679057541313,0.07415765836981836,10.139769,10.025357,0.13109118,0.19046716
0.060386516365666526,-0.029184545974386467,-0.07498475258673494,-0.24163756377258055,10.540558,10.566862,0.023625735,0.049869683
0.0598028254461788,0.16692397083490232,-0.07981750386218656,-0.5569985937609201,10.118969,10.181815,0.1711279,0.12376912
0.06314130486287685,0.36307039138176556,-0.09095747573740495,-0.873722947214066,10.387411,10.591675,0.23099774,0.2126023
0.07040271269051215,0.1692950521647268,-0.10843193468168627,-0.6109661152085515,9.694249,8.211336,0.2697558,0.31859788
0.07378861373380668,-0.024157621027772636,-0.1206512569858573,-0.3543078783191681,10.387739,10.243187,0.060074855,0.0734722
0.07330546131325123,-0.21737593503010266,-0.12773741455224066,-0.10197279324927,10.272849,10.2612,0.030801501,0.039098125
0.06895794261264918,-0.41045782747705917,-0.12977687041722608,0.1478376369203017,10.5107,10.429143,0.07922311,0.074778825
0.06074878606310799,-0.21373933963135425,-0.12682011767882004,-0.1828061159128487,10.172037,10.228975,0.070533715,0.1000355
0.056473999270480905,-0.4068400362289226,-0.13047623999707703,0.06733352068567197,10.197585,10.032825,0.15402585,0.19927435
0.04833719854590245,-0.21011227410864164,-0.12912956958336358,-0.2635011233069672,10.0529,10.211121,0.12200703,0.15543878
0.04413495306372962,-0.4031773102837629,-0.13439959204950291,-0.014173331656325727,10.589926,10.557917,0.22551605,0.22231719
0.036071406858054364,-0.20640953199293766,-0.13468305868262942,-0.3460579405211235,10.011267,10.203055,0.12056441,0.21198864
0.03194321621819561,-0.39938430588732904,-0.14160421749305188,-0.0986943832859046,10.514978,10.481726,0.08990908,0.08222135
0.02395553010044903,-0.5922227786172308,-0.14357810515876998,0.1461754581125759,9.909402,9.880066,0.115883425,0.1275845
0.012111074528104414,-0.7850279421789187,-0.14065459599651847,0.39034027808579375,10.710356,10.522612,0.10030483,0.17222452
-0.00358948431547396,-0.588219161904254,-0.1328477904348026,0.056826267956991916,10.11928,10.266085,0.11175929,0.13679683
-0.01535386755355904,-0.781210877700414,-0.13171126507566278,0.3048206127035502,10.47397,10.327342,0.08599848,0.10001835
-0.03097808510756732,-0.584481947764041,-0.12561485282159177,-0.026328109830135116,10.188982,10.239115,0.04189049,0.05762054
-0.04266772406284814,-0.7775995767836312,-0.12614141501819448,0.22423220074694278,10.512855,10.425975,0.21035811,0.27502522
-0.058219715598520766,-0.580921647216766,-0.12165677100325563,-0.10542800579644362,10.392823,10.4627285,0.062878095,0.06240782
-0.06983814854285608,-0.7741091595095926,-0.1237653311191845,0.14653254297506085,10.490374,10.352692,0.06194416,0.11270541
-0.08532033173304793,-0.9672614056834654,-0.12083468025968329,0.39775055112957375,10.295646,10.132587,0.055953175,0.08785143
-0.10466555984671724,-0.7706509645763071,-0.1128796692370918,0.06954629784630478,10.394972,10.474358,0.091213815,0.12914869
-0.12007857913824338,-0.5741068683575519,-0.11148874328016571,-0.2565097842247775,10.24647,10.349588,0.053387128,0.11903088
-0.13156071650539441,-0.767475126582483,-0.11661893896466126,-0.0009679980152413337,10.394192,10.281046,0.22081202,0.21286978
-0.14691021903704407,-0.570890551947058,-0.11663829892496609,-0.32805027834458056,10.225664,10.334875,0.082766816,0.16009772
-0.15832803007598523,-0.7641755530656836,-0.1231993044918577,-0.07430665944704462,10.271827,10.074312,0.066406086,0.12016627
-0.1736115411372989,-0.957335693431612,-0.1246854376807986,0.1771084439008705,10.400984,10.27093,0.082283795,0.17353301
-0.19275825500593113,-1.1504731878561256,-0.12114326880278119,0.4280030384532933,10.426491,10.293261,0.1170431,0.13564868
-0.21576771876305365,-0.9538625066586621,-0.11258320803371533,0.09971934993613135,10.345429,10.359306,0.14634976,0.23302355
-0.23484496889622689,-1.1472059910290793,-0.1105888210349927,0.3548689636451977,10.483195,10.47998,0.07138997,0.07915139
-0.25778908871680845,-1.3405960409860105,-0.10349144176208874,0.6107351098423055,10.211422,10.134462,0.08019609,0.095007434
-0.28460100953652867,-1.5341308106981497,-0.09127673956524263,0.8691118147394666,10.4937935,10.48208,0.051288318,0.072440796
-0.3152836257504917,-1.727900352315138,-0.0738945032704533,1.1317580685481143,10.431348,10.380439,0.101308286,0.105185166
-0.3498416327967944,-1.5318929271591457,-0.05125934189949101,0.8168440562952602,10.4943495,10.495578,0.11475814,0.17406075
-0.3804794913399773,-1.726277045528383,-0.03492246077358581,1.092973608755845,10.34789,10.252014,0.08924508,0.16606534
-0.41500503225054497,-1.5307127990644587,-0.013062988598468907,0.78954098365777,10.142216,10.151823,0.10238528,0.14999788
-0.44561928823183417,-1.3354139094429056,0.002727831074686493,0.4927772340432244,10.309298,10.637329,0.16759954,0.24144034
-0.4723275664206923,-1.1403305390945198,0.01258337575555098,0.2009552485819734,10.576552,10.619377,0.062110294,0.13247779
-0.4951341772025827,-1.3356301769273826,0.01660248072719045,0.4975809274736828,10.338572,10.270931,0.1292953,0.2120837
-0.5218467807411303,-1.1407462059574525,0.026554099276664106,0.2101761638984181,10.423273,10.57571,0.12157414,0.20298429
-0.5446617048602794,-0.9460138008249901,0.030757622554632467,-0.07401347978678824,10.392519,10.408587,0.1489601,0.22555943
-0.5635819808767792,-1.1415628868660748,0.0292773529588967,0.2282127288514525,10.333316,10.199063,0.069919735,0.077163756
-0.5864132386141008,-0.9468712958706791,0.03384160753592575,-0.055093192558383686,10.448188,10.504728,0.07381812,0.15924668
-0.6053506645315143,-1.1424617305538645,0.03273974368475808,0.24807200851393152,10.343755,10.271597,0.17259228,0.2941287
-0.6281998991425916,-1.3380355832719542,0.03770118385503671,0.5508993414294636,10.170023,10.14073,0.0311574,0.07253892
-0.6549606108080306,-1.53366621561076,0.04871917068362598,0.8552182880892224,10.554148,10.216287,0.08424655,0.11845649
-0.6856339351202458,-1.339240853348663,0.06582353644541043,0.5782440566915001,10.279953,10.308673,0.054429024,0.10868253
-0.7124187521872191,-1.5352205874659808,0.07738841757924043,0.8909151892829279,10.220918,10.1189575,0.16487944,0.28456017
